sensor_169,sensor_445,sensor_369,sensor_578,sensor_175,sensor_422,sensor_417,sensor_295,sensor_409,sensor_203,sensor_575,sensor_492,sensor_300,sensor_154,sensor_151,sensor_416,sensor_170,sensor_588,sensor_197,sensor_333,sensor_138,sensor_171,sensor_031,sensor_471,sensor_457,sensor_282,sensor_205,sensor_472,sensor_297,sensor_377,sensor_358,sensor_109,sensor_010,sensor_101,sensor_225,sensor_152,sensor_434,sensor_078,sensor_497,sensor_218,sensor_080,sensor_560,sensor_025,sensor_102,sensor_229,sensor_198,sensor_093,sensor_443,sensor_042,sensor_553,sensor_095,sensor_353,sensor_489,sensor_524,sensor_137,sensor_271,sensor_554,sensor_570,sensor_424,sensor_288,sensor_253,sensor_526,sensor_584,sensor_425,sensor_500,sensor_458,sensor_432,sensor_364,sensor_569,sensor_108,sensor_487,sensor_394,sensor_276,sensor_367,sensor_413,sensor_435,sensor_299,sensor_547,sensor_393,sensor_576,sensor_312,sensor_325,sensor_079,sensor_408,sensor_567,sensor_561,sensor_182,sensor_290,sensor_342,sensor_439,sensor_148,sensor_511,sensor_287,sensor_092,sensor_345,sensor_130,sensor_213,sensor_083,sensor_204,sensor_357,sensor_480,sensor_286,sensor_456,sensor_139,sensor_094,sensor_128,sensor_304,sensor_429,sensor_321,sensor_339,sensor_206,sensor_431,sensor_437,sensor_366,sensor_004,sensor_378,sensor_486,sensor_209,sensor_438,sensor_541,sensor_105,sensor_574,sensor_228,sensor_298,sensor_430,sensor_280,sensor_224,sensor_361,sensor_183,sensor_217,sensor_469,sensor_349,sensor_461,sensor_072,sensor_523,sensor_568,sensor_354,sensor_281,sensor_196,sensor_215,sensor_064,sensor_473,sensor_332,sensor_407,sensor_140,sensor_041,sensor_360,sensor_011,sensor_249,sensor_279,sensor_274,sensor_488,sensor_440,sensor_163,sensor_590,sensor_460,sensor_104,sensor_522,sensor_301,sensor_222,sensor_484,sensor_272,sensor_475,sensor_552,sensor_147,sensor_303,sensor_512,sensor_081,sensor_566,sensor_068,sensor_103,sensor_389,sensor_433,sensor_406,sensor_181,sensor_419,sensor_426,sensor_216,sensor_589,sensor_115,sensor_338,sensor_076,sensor_168,sensor_172,sensor_388,sensor_449,sensor_577,sensor_024,sensor_082,sensor_162,sensor_483,sensor_096,sensor_305,sensor_161,sensor_392,sensor_352,sensor_436,sensor_418,sensor_077,sensor_202,sensor_447,sensor_336,sensor_278,sensor_564,sensor_420,sensor_145,sensor_585,sensor_126,sensor_099,sensor_015,sensor_146,sensor_292,sensor_211,sensor_587,sensor_546,sensor_573,sensor_226,sensor_322,sensor_501,sensor_318,sensor_189,sensor_362,sensor_491,sensor_317,sensor_097,sensor_005,sensor_291,sensor_572,sensor_212,sensor_414,sensor_485,sensor_474,sensor_090,sensor_239,sensor_275,sensor_223,sensor_273,sensor_201,sensor_065,sensor_240,sensor_060,sensor_490,sensor_477,sensor_052,sensor_302,sensor_542,sensor_368,sensor_481,sensor_556,sensor_387,sensor_363,label
0.181,0.741,0.0021,12.0275,0.2099,3.7902,4.3815,243.9242,6.48,13.78,2.6984,2.0695,0.0374,0.019,7.88,8.4826,0.516,0.0171,8.94,2.5845,186.2,0.538,0.1576,3.4838,8.0822,0.0134,0.1982,6.7643,116.1163,0.0016,0.001,0.0368,-0.0134,0.0,0.0625,11.359,45.301,-0.0491,23.0797,0.0755,0.0006,0.3106,-947.0,0.0,0.0137,18.69,0.0015,0.5603,5.171,0.1369,0.0,0.024,370.9717,0.0978,231.0,27.7474,7.6655,16.98835,106.4904,0.1221,2.9025,5.6058,0.018,2.6857,0.0,3.663,14.8202,630.4621,1.9997,0.1884,94.6015,0.0649,0.0434,0.0037,31.2769,6.8885,0.0375,0.5565,0.0024,0.0736,0.0928,16.1124,-0.0406,1.5844,2.15045,0.0578,0.653,2.5568,1.6795,73.8462,0.0246,49.1677,3.783,-0.0125,32.0764,-0.0473,0.0434,0.0415,32.298,1.3308,3.8146,2.5371,3.0066,63.7002,0.0018,0.5765,0.0581,4.4275,0.0335,3.6584,5.88,9.7264,1.6694,0.0068,1153.9011,0.0011,163.4011,102.361,2.6222,2.7477,0.0005,0.2625,0.0237,208.6544,1.7355,0.0383,58.3622,0.0003,4.33,0.0754,30.2939,0.056,24.998,103.847,16.924,0.04865,0.0269,0.0116,0.238,0.069,11.3609,164.7756,0.077,9.2223,360.905,65.83,0.0176,0.0177,0.0126,0.0013,22.8867,62.7043,114.8801,429.0,81.5459,2.6381,-0.0098,0.0,0.0584,0.0491,123.9731,79.739,81.9273,0.74,0.0518,0.5852,552.381,0.1009,0.11954999999999999,0.9794,0.0336,37.915,6.2416,0.0125,15.28,298.2799,4.0441,0.0633,0.0063,0.0,2.5845,-0.0327,1.6,0.1308,0.0,0.1794,1.4574,-3717.0,-0.0203,232.0,556.7081,0.0,0.1917,406.0,0.012,0.0323,4.5757,6.9192,-0.067,8.94,1.2874,1.9994,2.6928,0.651,293.173,0.1002,0.0038,0.9554,0.1041,7.3997,0.0401,0.0086,0.1818,0.0209,7.116,7.73,1566.8999,1.6487,780.0712,0.2412,49.935,17.9759,56.7886,4.6253,-0.0475,1.2569,0.1468,2.1823,0.083,10.2758,88.391,85.2314,0.2707,0.0048,137.011,0.0009,70.0541,18.72,10.4891,0.0029,29.5109,181.9277,20.2372,199.7561,0.5855,11.2457,0.0021,98.569,59.3795,0.0042,0.0203,0
0.074,0.7439,0.0029,9.6586,0.3185,3.7884,4.7991,131.5862,4.0381,4.385,2.9829,2.7982,0.0346,0.0213,9.283,5.8238,0.286,0.0162,5.43,1.5435,202.2,0.5559,0.2279,9.1041,3.9827,0.0109,0.1131,11.5871,1252.0715,0.0018,0.0012,-0.1231,0.0041,-0.0003,0.0329,5.807,354.393,-0.0587,21.2418,0.0198,0.0006,0.7074,-372.75,-0.0001,0.0175,21.88,0.0022,1.2123,5.34,0.6903,-0.0001,0.0265,912.6761,0.551,233.1,28.1707,9.5441,23.2076,81.4344,0.1336,2.1927,10.9319,0.0115,1.3913,726.8571,5.8911,10.2928,564.5177,3.0232,0.0214,113.2273,0.0745,0.0672,0.0055,34.6812,12.5025,0.0662,1.5401,0.0065,0.0781,0.0789,8.386,-0.0204,0.9718,2.9097,0.1702,0.414,2.329,2.1644,13.7931,0.0229,59.4595,2.1481,0.1572,18.8512,-0.615,0.0257,0.0372,21.086,1.3493,2.7057,2.9552,2.7143,67.0,0.0004,0.5212,0.0232,3.2676,0.0139,1.4448,6.98,5.6387,2.7617,0.004,1208.7411,0.0018,714.1104,57.982,6.2723,3.1939,-0.0002,0.219,0.0159,597.6701,3.1341,0.0354,104.542,0.0068,9.85,0.0972,41.2985,0.0463,18.6965,101.8189,26.6846,0.0518,0.0279,0.0164,0.267,0.0894,10.3808,123.1117,0.0915,12.8061,419.2061,14.26,0.0197,-0.0056,0.0303,0.0015,24.2952,74.4331,32.472,1321.0,197.9951,2.4867,-0.0093,0.0,0.092,0.0592,50.5699,75.6871,13.0432,1.59,0.0404,0.1118,0.0,-0.0805,0.1393,0.9459,-0.0799,56.4297,61.7135,0.0085,18.81,0.0,4.5748,0.0599,0.0054,0.0,1.5435,-0.0404,0.4,0.1067,0.0,0.7494,1.4909,-4835.25,-0.0106,2984.0,419.1772,0.0,0.095,261.0,0.0224,0.0652,3.9954,6.3515,-0.0724,5.43,1.0222,3.7595,2.0078,0.6004,715.8361,0.0991,0.003,0.9365,-0.1123,11.3994,0.0552,0.0134,0.1694,0.0082,7.116,7.95,1698.7998,2.4309,0.0,0.115,25.914,33.4483,47.4431,5.8491,0.1675,1.2998,0.1209,2.2671,0.0366,15.6991,43.7819,20.2221,0.1549,0.0055,120.5494,0.0212,64.7419,12.78,26.8518,0.0051,13.1482,53.2258,11.957,138.6036,1.261,8.2965,0.0035,56.9462,105.1825,0.0116,0.0096,0
0.118,1.0721,0.0036,11.551,0.4228,3.8051,4.9939,274.026,3.2016,10.232,3.5623,1.2598,0.0595,0.0117,12.521,6.4522,0.465,0.0162,8.69,2.1732,52.1,0.5857,0.251,2.1856,11.7781,0.0138,0.1188,5.2224,1202.4121,0.0019,0.0005,0.0185,-0.0266,-0.0002,0.0986,7.744,49.9753,-0.0422,58.8431,0.0561,0.032,0.1745,-2021.0,0.0001,0.0126,18.46,0.0033,0.4215,3.86,0.5551,0.0,0.0202,549.9371,0.0608,84.0,18.3083,8.2534,22.9553,107.3415,0.4608,4.2653,3.9022,0.0113,1.8695,550.3759,4.4997,15.0156,469.3385,0.4311,0.0985,186.4533,0.1235,0.0298,0.0037,23.2755,2.812,0.0152,1.7009,0.0059,0.0773,0.0585,10.0431,-0.0037,1.0398,0.4785,0.0375,0.346,2.589,2.6986,45.3237,0.0192,67.6218,2.3628,0.0723,27.3291,0.0946,0.0351,0.0264,28.98,0.6989,3.2669,3.5696,3.1249,73.5,0.0018,0.3924,0.0433,4.4275,0.0443,2.8319,8.04,12.1828,2.1129,0.0055,969.891,0.0016,0.0,81.602,5.4255,1.9169,-0.0001,0.2539,0.0183,576.0425,1.6491,0.0388,99.238,0.0025,4.87,0.1093,256.6174,0.0311,16.2616,100.6814,17.9455,0.0673,0.0464,0.0197,0.225,0.0597,18.9564,105.6107,0.0759,6.2886,225.7469,73.95,0.0229,-0.0029,0.0136,0.0014,27.2402,0.0,47.012,1010.0,197.9951,2.4771,-0.0087,0.0,0.0613,0.0726,0.0,32.224,33.4064,1.72,0.055,0.4457,0.0,0.0022,0.1701,0.9684,-0.0648,53.442,0.0,0.0219,15.54,245.0824,15.3844,0.0855,0.0054,0.0,2.1732,-0.0109,1.4,0.0385,0.0,0.7347,2.024,114.0,-0.0199,2614.0,956.682,0.0002,0.1729,396.0,0.0099,0.0497,6.2801,7.6654,0.0041,8.69,1.3035,1.5935,2.6789,0.7412,0.0,0.1214,0.0034,1.144,0.1917,11.6646,0.0651,0.0081,0.1038,0.0082,7.116,10.86,1157.1001,1.7739,709.8592,0.1165,30.369,30.524,27.5853,5.3701,-0.025,1.3015,0.1468,2.1983,0.0438,6.881,83.2247,37.1584,0.1675,0.0059,77.7768,0.008,17.066,20.02,23.3864,0.005,-3.3864,212.299,12.268,186.7525,1.0404,7.0376,0.0024,81.0498,83.4301,0.0049,0.0336,0
0.076,0.9089,0.0049,13.4859,0.2794,3.6357,4.9939,278.6719,4.3127,5.825,4.1245,2.7982,0.04,0.0124,5.79,6.4522,0.096,0.0162,2.4,0.7509,167.8,0.5398,0.184,2.3479,12.7826,0.0124,0.1146,5.0256,2304.9599,0.0011,0.0012,0.0296,-0.0216,-0.0004,0.0393,5.511,260.4857,0.0147,24.9166,0.0566,0.0567,0.1139,226.5,0.0002,0.0121,16.45,-0.0001,0.8374,3.074,0.1869,0.0,0.017,247.4534,0.0507,218.8,28.7735,7.637,33.2372,60.3474,0.9118,4.441,4.827,0.0158,1.3212,0.0,5.146,16.381,328.4574,3.5311,0.0771,109.3957,0.1245,0.0298,0.0032,23.2755,10.1977,0.0528,0.69,0.0067,0.0949,0.1273,17.0852,-0.0135,1.0398,3.3341,0.0294,0.724,2.8197,2.1024,29.5082,0.0054,37.9822,1.7379,0.0726,4.5223,0.0946,0.0762,0.0481,21.18,1.0953,2.2866,2.1933,3.221,73.5,0.0017,0.3924,0.0234,3.1381,0.0525,1.5724,6.8,11.1056,2.7643,0.0059,969.891,0.001,657.3013,17.048,3.3611,1.9169,0.0005,0.2879,0.021,284.4568,3.0411,0.0275,104.542,0.0068,6.43,0.0996,54.5004,0.027,25.2445,115.8314,11.2792,0.0936,0.0344,0.0177,0.238,0.062,18.5418,75.4511,0.077,6.2886,225.7469,78.29,0.0347,0.0064,0.0378,0.0014,27.2402,0.0,41.3043,590.0,197.9951,2.6937,-0.0084,0.0,0.0828,0.112,235.3247,75.5862,27.4778,1.23,0.0496,0.2062,691.8919,-0.0003,0.2365,0.9985,-0.0408,32.571,206.9467,0.0219,14.57,275.8302,29.4205,0.0642,0.0054,0.0,0.7509,-0.0156,0.6,0.0739,0.0,0.2146,2.2271,-1993.75,-0.0403,4126.0,546.1693,0.0003,0.0307,438.0,0.0124,0.0388,4.5511,5.7154,-0.0192,2.4,1.4625,1.874,2.6789,0.7116,778.0392,0.086,0.0043,1.144,0.4111,9.5945,0.0597,0.0153,0.0851,0.0082,7.116,11.79,894.9004,2.1524,725.0936,0.2012,53.64,33.4483,38.9201,4.6444,-0.0854,1.3015,0.1166,2.1345,0.0453,6.881,518.3673,15.3882,0.1576,0.0032,77.7768,0.0212,68.2815,13.99,15.5964,0.0032,4.4036,117.6104,11.4741,212.4821,0.7618,7.0376,0.0032,14.7179,56.6656,0.0122,0.0143,0
0.069,0.9207,0.0046,16.6904,0.3702,3.7838,2.5598,993.652,4.2156,9.418,2.5269,2.2508,0.0153,0.0161,6.971,5.9667,0.091,0.0199,7.17,2.3754,121.6,0.8976,0.1948,9.8176,11.0027,0.0149,0.1277,8.63,110.8283,0.0026,0.0009,-0.0112,-0.0177,-0.0005,0.094,9.687,25.196,0.0052,45.9148,0.0446,0.0543,0.2605,893.0,-0.0002,0.0401,17.81,0.0052,0.9342,2.678,0.1375,-0.0003,0.0259,557.2139,0.3453,165.6,23.8239,7.0158,17.3403,96.7791,0.4032,2.4406,5.3308,0.0175,2.3102,642.3077,4.1247,19.959,323.9011,3.0936,-0.1328,155.5632,0.1296,0.0793,0.0115,32.2427,6.6372,0.0248,0.5927,0.002,0.1213,0.0971,22.1939,-0.0429,1.131,3.0597,0.0557,0.567,2.5228,1.9537,22.0588,0.0064,78.7062,2.981,0.0103,24.3312,-0.0473,0.0745,0.0431,23.936,0.8576,2.7501,1.9361,2.7643,69.8999,-0.0026,0.4429,0.0237,3.2676,0.0412,2.9302,6.38,34.2415,3.1142,0.0095,1457.7934,0.0019,191.3753,87.513,3.7375,1.7929,0.0002,0.3806,0.0334,101.3279,6.6357,0.0257,125.0173,0.0012,11.75,0.056,40.8611,0.0433,33.6292,118.2011,14.9513,0.0468,0.0237,0.0184,0.097,0.0845,10.2673,171.1253,0.0241,6.2984,470.032,76.69,0.0227,0.017,0.0109,0.0009,22.4075,40.2192,35.425,225.0,74.1555,1.5944,-0.0093,0.0,0.0437,0.0662,128.3237,50.9636,29.3666,0.69,0.0454,0.1803,0.0,0.1186,0.1071,0.8726,-0.052,34.1994,5.4974,0.0179,14.83,409.4867,12.9785,0.0477,0.007,0.0,2.3754,-0.0382,0.5,0.0835,0.0,0.2252,1.5277,-3892.75,-0.01,214.0,369.2107,-0.0001,0.025,560.0,0.0106,0.0359,2.025,4.885,-0.0692,7.17,1.3301,3.4593,1.7894,0.6178,266.3733,0.0751,0.0044,0.6055,-0.4728,7.203,0.0723,0.0305,0.1412,0.0268,7.116,8.09,1045.3008,1.8478,0.0,0.1636,79.525,41.2161,40.6754,4.6263,0.405,1.2414,0.1209,2.2805,0.0888,22.3298,0.0,31.9338,0.2047,0.0073,133.1732,0.0035,41.549,17.57,22.4527,0.0053,17.5473,103.5403,14.6363,236.4763,0.7865,6.888,0.0093,74.0374,56.8893,0.0036,0.0303,0
0.083,0.8887,0.0034,15.1794,0.3486,3.7988,4.3815,242.4967,4.0101,6.098,1.8732,2.4056,0.0434,0.0126,3.829,8.4826,0.281,0.0199,6.02,1.8141,137.6,0.8007,0.2291,2.9163,9.5857,0.0241,0.1102,7.8205,301.4874,0.0018,0.001,0.03,-0.0152,-0.0001,0.0663,22.785,156.8948,0.0113,33.3523,0.1176,0.0122,0.7213,244.75,-0.0002,0.0144,18.28,0.0022,2.0281,3.761,0.1796,-0.0002,0.0255,115.5356,0.0429,118.8,24.2333,6.368,37.6321,84.6222,0.0826,2.8954,6.879,0.0138,5.6855,646.3277,3.2619,4.4748,519.5578,4.1164,0.0168,680.5726,0.1267,0.0434,0.0041,31.2769,6.1387,0.0409,0.5871,0.0062,0.0965,0.073,13.0561,-0.0169,1.0398,4.3665,0.0592,0.396,2.6072,2.3304,50.4,0.0255,95.0,6.9561,0.103,18.7285,0.0946,0.0836,0.0324,21.914,1.1269,1.901,1.2189,3.1876,63.7002,0.0007,0.3924,0.0322,4.0734,0.0351,2.0133,6.59,9.571,1.6897,0.0046,1153.9011,0.0008,402.3669,65.13,3.0085,1.9169,0.0004,0.3427,0.0143,179.4053,3.1098,0.0246,113.071,0.0003,6.86,0.0515,59.4595,0.0337,15.6292,122.8589,20.8143,0.1025,0.0697,0.0162,0.239,0.0832,24.2354,48.4828,0.0788,6.2886,360.905,76.73,0.0341,0.0115,0.0281,0.0013,22.8867,861.0951,36.227,384.0,74.1555,2.6435,-0.006,0.0,0.0534,0.0954,188.2653,45.0735,15.4172,0.66,0.0868,0.4842,581.8182,-0.0173,0.2515,0.9618,-0.0706,50.9473,18.789,0.0219,15.31,373.5974,2.5606,0.1494,0.007,0.0,1.8141,-0.0038,1.4,0.2042,0.0,0.2887,0.9783,-3683.0,-0.0446,692.0,0.0,0.0001,0.0812,118.0,0.0133,0.0322,5.0268,6.0558,0.0196,6.02,1.4063,2.2817,2.6928,0.6684,756.8392,0.0816,0.0035,1.144,-0.4345,4.5248,0.0566,0.0142,0.1033,0.0268,7.116,5.2,1349.9995,1.6215,0.0,0.1482,38.185,39.7601,47.8948,4.5125,0.2396,1.2569,0.1354,2.258,0.0369,10.2758,741.4634,19.9837,0.1987,0.0057,137.011,0.0007,46.4432,11.75,30.1245,0.0024,-10.1245,363.2432,11.4604,244.3178,0.6241,7.0376,0.0045,53.012,73.9798,0.0093,0.02,0
0.082,0.761,0.0075,11.6384,0.2468,2.902,2.4787,278.6719,5.4262,10.45,3.6701,3.9494,0.04,0.0086,6.429,7.213,0.086,0.0165,6.62,2.003,116.4,0.4277,0.2093,7.6636,14.5368,0.013,0.2012,7.4159,2032.5,0.0024,0.0015,0.0145,-0.0194,0.0,0.0398,18.907,400.0,-0.0227,22.0391,0.0079,0.0688,0.2035,260.5,0.0,0.0294,19.66,0.0011,1.1828,5.103,0.4528,0.0,0.0277,450.9687,0.4806,142.2,32.0878,8.1327,16.98835,85.9973,1.2261,3.6863,3.8254,0.0127,4.4796,0.0,2.3678,16.381,342.8938,1.9997,-0.0007,142.0187,0.0695,0.2123,0.0085,16.9273,10.1977,0.0528,1.2718,0.005,0.0804,0.1125,12.4223,-0.0389,1.131,2.15045,0.0402,0.443,2.9895,2.7344,33.4711,0.0179,75.513,5.0163,-0.0774,12.8283,-0.0473,0.0463,-0.0108,22.315,1.5662,2.6555,1.8923,2.7994,67.0,0.0025,0.4429,0.028,2.8173,0.0504,2.9185,8.67,11.1056,2.7643,0.0069,1522.5535,0.0023,436.5039,42.735,4.5965,1.7929,0.0001,0.2799,0.0273,521.0,5.1746,0.0274,131.5576,0.0011,14.01,0.1513,47.3595,0.0466,21.3059,102.6043,11.9,0.04865,0.0339,0.009,0.128,0.0977,11.68,143.4071,0.0247,6.2984,257.7269,14.14,0.0134,0.0088,0.0208,0.0009,20.2382,78.7809,39.172,1042.0,56.8221,2.1092,-0.0091,0.0,0.0828,0.0401,98.8217,40.4306,33.3534,1.67,0.0448,0.2804,0.0,0.0869,0.11954999999999999,1.2754,0.0146,28.057,400.0,0.0179,15.56,180.3035,38.142,0.0685,0.0047,0.0,2.003,-0.0607,0.9,0.1036,0.0,0.9109,2.0459,-1016.25,-0.0336,4065.0,249.5624,0.0001,0.0305,438.0,0.0087,0.0849,4.5511,5.6805,-0.0636,6.62,1.0182,3.2316,2.4256,0.651,510.9052,0.087,0.0031,0.6055,-0.0103,7.4758,0.0349,0.0261,0.1515,0.029,7.116,10.9,1027.5996,0.9763,0.0,0.1229,43.141,39.5207,64.2054,4.5344,0.0095,1.1981,0.0969,2.4052,0.0629,58.5671,204.415,25.4402,0.2245,0.0069,87.2474,0.0042,41.2456,16.75,26.0218,0.0073,13.9782,73.1481,15.7751,202.4835,0.9695,6.888,0.0061,21.3647,91.5108,0.008,0.0125,0
0.104,0.761,0.0026,11.8467,0.2468,4.8896,2.5614,253.4106,3.8379,6.403,3.3656,2.6764,0.0367,0.0154,5.828,9.2898,0.202,0.0159,6.9,1.9675,229.6,0.4277,0.2151,12.1198,12.121,0.0133,0.1826,11.3992,120.2508,0.0017,0.001,-0.0152,-0.0163,-0.0003,0.0192,19.266,67.6188,-0.0065,12.6266,0.0515,0.0536,0.3408,-962.75,-0.0001,0.0159,16.18,0.0008,1.1828,5.103,0.2278,-0.0002,0.0241,148.7646,0.1186,247.3,18.5523,9.0645,13.8959,100.4135,1.1949,4.9502,4.5281,0.0181,4.6943,0.0,6.0304,9.4785,209.2082,2.5129,-0.0191,153.394,0.0691,0.0764,0.004,30.9796,5.2181,0.0314,0.6509,0.0057,0.0875,0.1125,7.8931,-0.0745,1.131,2.5923,0.0725,0.488,2.5718,2.9765,29.3878,0.0191,57.2246,5.3668,-0.0231,31.9427,-0.0473,0.0864,0.0012,20.964,1.2437,2.7773,1.7633,2.3161,67.3999,0.0005,0.4429,0.0333,2.8173,0.0293,1.9207,10.38,11.3154,0.8808,0.0039,1416.8211,0.0019,89.5302,86.881,7.3595,1.7929,0.0001,0.2681,0.015,271.7687,4.7542,0.0231,106.5371,0.0003,9.9,0.0572,51.1524,0.0438,18.8415,122.8506,8.9508,0.0456,0.032,0.008,0.267,0.0822,9.9827,172.699,0.0915,6.2984,438.926,14.14,0.0145,0.0211,0.0137,0.0009,20.1876,73.6871,48.3471,651.0,152.6823,2.6271,-0.0087,0.0,0.0264,0.0496,144.7391,75.2621,19.4709,1.63,0.0517,0.2438,0.0,0.0919,0.1167,0.9285,-0.0505,22.986,8.3215,0.0179,19.74,160.4303,44.5204,0.0677,0.0044,0.0,1.9675,-0.04,0.8,0.1036,0.0,0.9109,1.939,-3352.75,-0.0384,279.0,404.6897,0.0,0.0704,244.0,0.0097,0.0321,4.5115,4.9445,-0.0585,6.9,1.0182,3.9447,2.9319,0.8401,244.7337,0.0712,0.0043,0.6055,-0.2902,5.804,0.0261,0.0185,0.1618,0.0104,7.116,10.35,646.2998,2.4952,0.0,0.1426,26.187,32.0989,41.5886,5.9735,0.237,1.1758,0.0969,2.2632,0.0846,24.1036,0.0,26.027,0.1524,0.005,126.3473,0.001,77.8077,17.24,26.5109,0.0048,13.4891,0.0,19.67,138.9857,1.4412,6.888,0.004,70.7208,79.2278,0.0049,0.0058,0
0.133,0.8973,0.0029,15.6351,0.3141,3.6445,2.5597,34.0722,4.0782,8.536,2.2791,3.3756,0.0658,0.0063,5.662,7.2446,0.347,0.0151,3.35,1.2445,98.3,1.0824,0.1827,9.1568,10.6163,0.0161,0.2918,8.1255,2230.3298,0.0016,0.0014,0.1242,-0.0131,0.0005,0.0722,12.671,147.6759,0.0047,36.7703,0.1442,0.0549,0.3718,-1403.75,-0.0002,0.0156,26.15,-0.0005,0.4264,5.434,0.5428,-0.0001,0.0272,0.0,0.0773,133.6,23.551,7.4279,16.98835,102.9999,0.3218,2.6639,6.4687,0.0105,3.0906,0.0,3.1685,10.1549,693.1412,1.9997,0.1063,158.8885,0.1113,0.2386,0.0049,17.9305,7.1001,0.0428,1.0451,0.0031,0.0865,0.1175,20.1427,-0.0813,1.131,2.15045,0.1233,0.345,2.5159,3.1546,54.8223,0.017,46.9861,3.5423,0.0015,27.2031,-0.0473,0.1076,0.0313,24.65,1.1657,3.1279,1.9785,3.2063,67.7998,-0.0005,0.4429,0.0486,3.0225,0.0418,2.5708,9.93,1.3288,3.076,0.0067,1547.6125,0.0017,173.9932,76.057,3.22,1.7929,-0.0009,0.2962,0.0243,956.8286,2.3706,0.0432,99.7323,0.0073,11.34,0.0791,13.4523,0.0433,26.0692,96.0843,30.2841,0.04865,0.0245,0.0142,0.139,0.0872,10.8518,180.7996,0.0243,6.2984,277.494,14.37,0.0341,0.0079,0.036,0.0009,20.7992,71.127,72.8102,2073.0,100.7279,2.1532,-0.0033,0.0,0.1222,0.0954,150.6579,47.1241,37.7319,1.15,0.0565,0.3333,646.5753,0.0841,0.11954999999999999,0.9017,0.0446,80.2111,94.5797,0.0179,14.17,357.8445,10.758,0.0598,0.0047,0.0,1.2445,-0.0459,1.2,0.0369,0.0,0.2748,1.3166,-4939.75,-0.0079,4672.0,309.6844,0.0001,0.1014,259.0,0.0111,0.0598,6.1584,8.5927,-0.0608,3.35,1.4698,3.2206,2.2619,0.651,719.7452,0.127,0.0028,0.6055,-0.4622,5.4971,0.0469,0.0112,0.1423,0.015,7.116,7.03,1793.6997,1.4851,0.0,0.1237,56.979,31.9075,52.0175,4.0902,0.0693,1.4431,0.1157,1.8946,0.0916,45.2554,0.0,22.1894,0.1963,0.0057,80.0216,0.0244,37.4513,19.62,15.0973,0.0059,24.9027,461.0711,32.3644,218.5681,0.7396,6.888,0.0046,79.1566,136.5152,0.0138,0.0219,1
0.092,0.741,0.0019,12.147,0.2099,5.3304,3.8485,77.9081,6.7646,12.68,2.3065,1.7568,0.0561,0.0149,5.02,6.0093,0.259,0.0151,9.39,2.708,128.7,0.538,0.1472,2.6982,9.4952,0.0187,0.1283,5.9709,1349.1061,0.0016,0.0008,0.0531,0.0098,-0.0002,0.03,10.816,33.1568,0.0036,15.3489,0.0925,0.0024,0.0996,-2171.5,0.0,0.011,17.99,0.0012,0.5603,5.171,0.139,-0.0001,0.015,123.9706,0.0958,154.5,35.0243,10.4138,16.98835,94.9532,0.2061,4.2471,6.253,0.0099,2.5742,0.0,3.7973,18.0311,410.7833,1.9997,0.0782,0.0,0.1156,0.0333,0.0034,25.9704,11.7009,0.0692,0.7803,0.0019,0.0848,0.0928,17.8858,0.0084,0.8497,2.15045,0.0211,0.527,3.2193,1.2161,48.913,0.0224,40.7507,2.922,0.0562,19.722,-1.108,0.048,-0.0029,29.938,1.1242,4.0781,1.744,2.9104,60.7,0.0021,0.545,0.0318,3.0492,0.0402,3.3664,3.92,3.0404,0.7846,0.0051,1185.4449,0.0018,326.4095,67.906,4.5383,1.8233,-0.0001,0.2696,0.0132,296.2448,3.3367,0.0258,220.7158,0.0008,5.37,0.0843,40.0023,0.0309,26.9186,107.5062,18.0533,0.04865,0.0344,0.0176,0.238,0.0527,16.3172,153.8251,0.077,5.839,307.865,65.83,0.0202,-0.0013,0.0201,0.0012,20.8461,96.1272,62.4906,720.0,100.7279,2.2871,-0.0093,0.0,0.0281,0.0593,104.6621,59.1111,52.1369,1.55,0.0838,0.3712,0.0,-0.0723,0.11954999999999999,0.9273,0.0398,38.5508,55.1358,0.0179,13.98,560.4061,6.7043,0.0695,0.0047,0.0,2.708,-0.0415,1.0,0.1308,0.0,0.1794,1.1708,-5267.0,-0.068,2904.0,225.7861,0.0,0.0951,484.0,0.0117,0.0127,6.5696,4.9365,-0.0692,9.39,1.2874,1.6943,2.1868,0.651,0.0,0.0757,0.0029,1.483,-0.0678,5.2868,0.0552,0.0144,0.0938,0.015,7.116,6.23,1439.9004,1.705,531.7221,0.1469,56.345,67.7268,48.3498,5.4109,0.0895,1.2412,0.1232,2.2194,0.0724,9.5426,0.0,56.8183,0.1954,0.0038,97.8339,0.0027,48.1604,25.1,16.5264,0.0052,23.4736,0.0,13.8372,209.3162,0.9636,5.3272,0.0032,63.1647,48.3429,0.0061,0.0104,0
