sensor_081,sensor_486,sensor_171,sensor_239,sensor_291,sensor_278,sensor_589,sensor_392,sensor_363,sensor_435,sensor_577,sensor_335,sensor_497,sensor_588,sensor_500,sensor_273,sensor_564,sensor_565,sensor_168,sensor_216,sensor_107,sensor_167,sensor_272,sensor_558,sensor_470,sensor_101,sensor_439,sensor_526,sensor_102,sensor_105,sensor_204,sensor_305,sensor_573,sensor_409,sensor_570,sensor_524,sensor_433,sensor_157,sensor_567,sensor_079,sensor_031,sensor_217,sensor_093,sensor_528,sensor_572,sensor_418,sensor_461,sensor_220,sensor_468,sensor_075,sensor_319,sensor_197,sensor_203,sensor_490,sensor_352,sensor_172,sensor_218,sensor_186,sensor_092,sensor_304,sensor_299,sensor_163,sensor_360,sensor_342,sensor_576,sensor_351,sensor_421,sensor_104,sensor_229,sensor_025,sensor_521,sensor_540,sensor_556,sensor_189,sensor_162,sensor_082,sensor_338,sensor_077,sensor_333,sensor_080,sensor_228,sensor_154,sensor_547,sensor_099,sensor_145,sensor_391,sensor_485,sensor_512,sensor_060,sensor_165,sensor_175,sensor_024,sensor_096,sensor_489,sensor_322,sensor_345,sensor_422,sensor_109,sensor_177,sensor_541,sensor_412,sensor_473,sensor_590,sensor_005,sensor_495,sensor_176,sensor_449,sensor_169,sensor_286,sensor_103,sensor_166,sensor_041,sensor_472,sensor_523,sensor_477,sensor_488,sensor_349,sensor_226,sensor_483,sensor_414,sensor_388,sensor_144,sensor_141,sensor_320,sensor_407,sensor_072,sensor_181,sensor_126,sensor_553,sensor_357,sensor_211,sensor_287,sensor_587,sensor_095,sensor_288,sensor_318,sensor_367,sensor_115,sensor_297,sensor_339,sensor_353,sensor_366,sensor_480,sensor_065,sensor_015,sensor_443,sensor_298,sensor_097,sensor_274,sensor_527,sensor_522,sensor_137,sensor_432,sensor_389,sensor_156,sensor_457,sensor_425,sensor_419,sensor_420,sensor_584,sensor_321,sensor_332,sensor_555,sensor_222,sensor_501,sensor_292,sensor_090,sensor_336,sensor_160,sensor_296,sensor_478,sensor_358,sensor_151,sensor_484,sensor_303,sensor_364,sensor_042,sensor_240,sensor_437,sensor_083,sensor_413,sensor_416,sensor_487,sensor_475,sensor_212,sensor_325,sensor_188,sensor_550,sensor_224,sensor_368,sensor_140,sensor_128,sensor_575,sensor_491,sensor_454,sensor_271,sensor_147,sensor_011,sensor_568,sensor_377,sensor_201,sensor_215,sensor_511,sensor_440,sensor_302,sensor_585,sensor_445,sensor_282,sensor_474,sensor_481,sensor_566,sensor_068,sensor_554,sensor_354,sensor_052,sensor_431,sensor_152,sensor_004,sensor_223,sensor_424,sensor_574,sensor_076,sensor_469,sensor_209,sensor_434,sensor_108,sensor_281,sensor_411,sensor_064,sensor_426,sensor_130,sensor_010,sensor_275,sensor_280,sensor_369,sensor_561,sensor_562,sensor_546,sensor_408,sensor_279,sensor_362,sensor_378,sensor_542,sensor_436,sensor_202,sensor_078,sensor_146,sensor_225,sensor_578,sensor_387,label
-0.0877,0.0,0.538,0.0046,0.1232,2.2847,0.0055,0.0082,0.0061,11.4286,1.2361,0.0951,9.1015,0.0165,735.1351,64.5401,0.6796407264296753,6.44498454404946,1.3,0.0934,-0.0011,2.6,79.8544,1.6230700076511093,6.1673,-0.0003,66.8571,4.3259,-0.0001,0.0003,34.951,0.1249,6.59,3.5472,21.11767403400309,0.0963,58.5684,0.0408,2.610869629057187,0.0026,0.155,0.0711,0.0016,5.4331,2.3497,7.1897,26.7966,0.004,5.7506,0.0,2.7617,5.09,7.993,0.0,0.0151,0.1308,0.0713,7.58,0.04,0.0304,0.0705,3258.0,0.0266,2.2094,0.1492,0.0124,2.1589,-0.0094,0.014,-1993.5,2.6267,0.8516,57.746537184391734,54.6,2518.0,-0.023,1.4343,-0.0317,1.4343,0.0148,0.0119,0.0159,1.039630298393267,-0.2345,0.113,1.3943,0.0,0.0,23.9555,0.111,0.2099,-4299.25,0.0,309.1304,2.0483,8.3462,2.6722,-0.0009,0.2363,2.6161,2.4943,195.2252,55.8324,1.3658,0.1129,0.8605,0.1794,0.098,2.1598,-0.0055,0.186,65.83,8.9455,18.6572,8.4811,106.4691,0.012,1427.7002,149.2613,12.5191,0.0,0.0038,0.171,10.5646,9.8109,128.4445,20.02,1.125,0.27668798775822495,1.7671,0.0442,4.1523,0.0296,-0.0001,0.1051,0.0956,0.0034,0.0,1074.1298,2.6459,0.0056,0.0031,3.6007,16.0445,6.5073,0.5603,1373.41,0.2045,18.5335,1.5568,0.0,249.8,14.0364,58.433,0.38,6.9735,3.109,401.9002,0.0,0.0098,0.026,0.0816,0.5036574598316756,0.0869,0.0,0.0134,0.1992,2.7613,157.0,157.5423,4.3641,0.0012,7.591,154.1371,0.3779,560.261,5.171,0.005,2.5771,0.0048,34.0698,7.5707,142.9297,37.7838,0.0489,17.6538,21.39,0.6632564651874522,126.1464,0.0036,416.54,0.5261,2.3055,56.9472,3.4054,20.3137,0.0542,0.0052,0.06008639876352396,0.0013,22.08,0.0211,49.0667,63.2258,0.9315,0.0026,0.741,0.0146,31.7242,21.0994,0.1456095054095827,1.0196,7.703873527161439,0.0493,203.7573,2.9106,13.021,1222.6067,0.0011,116.6541,0.5991,-0.0296,21.2478,27.101,163.4312,0.0171,0.0131,7.3608,11.31,3.6058,-0.4258,-0.0105,118.2617,0.0414,0.0026,0.0722,41.0905,7.116,0.8501,0.0009,35.9167,0.0016,6.9271,5.541,5.09,0.0008,0.0423,0.0181,25.4953,0.0075,1
-0.0631,354.1674,0.879,0.0063,0.1452,2.078,0.0047,0.011,0.0137,10.2005,1.7389,0.1107,25.6539,0.0157,483.9695,57.1555,0.6394,9.54,0.8,0.0907,0.0042,2.5,56.6932,0.8284,4.4499,0.0003,38.7097,6.8045,0.0003,0.0005,21.196,0.0438,9.29,3.8379,12.0158,0.1202,200.1283,0.0469,4.2812,-0.1401,0.1826,0.0645,-0.0065,6.6417,2.5108,8.4443,39.9146,0.0036,4.8714,0.0,1.8566,5.57,6.688,0.0,0.0257,0.1015,0.1313,3.73,0.0879,0.0234,0.0528,353.0,0.0277,1.3506,0.1146,0.0188,3.2684,-0.007,0.0236,174.0,3.3225,0.9228,63.0833,72.722,3900.0,-0.0137,1.7117,-0.0489,1.7117,0.0269,0.0317,0.0183,0.5956,0.7588,0.129,1.4339,54.5267,757.8947,21.39,0.089,0.3244,-1948.75,0.0001,470.8029,1.2308,19.854,5.4406,-0.1004,0.0868,2.7008,2.6506,66.7207,63.9698,1.4095,0.5173,0.6083,0.8512,0.074,1.8761,-0.0171,0.184,14.41,7.164,12.7228,10.2747,143.8541,0.0259,833.3999,208.2972,8.9819,0.0,0.005,0.1266,6.5515,8.563,88.6891,13.41,0.9933,0.1719,0.8467,0.0932,1.1324,0.0245,0.0003,0.1302,0.1517,0.0064,0.0,2250.2236,2.3291,0.0191,0.0085,2.2084,18.61,16.5926,1.1601,200.9594,-0.4668,20.1408,0.6508,0.0,155.5,16.3817,33.3728,0.52,6.5628,0.8851,276.3977,530.2556,0.0181,0.0341,0.0759,0.2623,0.0857,566.1169,0.0149,0.1627,2.2138,623.0,195.8407,3.0761,0.0012,5.954,99.3865,0.25,292.1804,5.143,0.0036,2.7664,-0.0115,12.9263,5.6976,302.7933,25.0882,0.0486,22.312,12.71,0.3757,100.7146,0.0078,159.0809,0.5598,3.2968,30.0955,4.0517,18.5523,0.0402,-0.0076,0.029,0.002,13.48,0.0813,90.4847,40.5356,0.7014,0.0046,0.972,0.0116,29.9301,64.9065,0.0768,1.0633,8.9152,0.0417,182.1938,11.1096,3.778,1230.6762,0.0051,122.3314,0.4009,-0.0447,26.0402,57.565,202.8736,0.1649,0.0149,5.9162,20.2036,4.3457,-0.1419,-0.0187,57.4224,0.0394,0.0052,0.1777,64.609,7.116,1.3416,0.0012,32.9525,0.0011,7.7076,4.5557,5.57,-0.0726,0.0516,0.0417,15.9673,0.0125,0
-0.0687,235.2151,0.6385,0.0051,0.1452,2.9023,0.0064,0.0204,0.0092,12.6824,1.3186,0.0528,16.6981,0.0182,0.0,53.6918,0.6796407264296753,6.44498454404946,1.1,0.1142,0.0019,2.7,47.0783,1.2808,4.2638,-0.0005,40.2439,10.5823,-0.0003,-0.0004,31.638,0.1011,7.0,3.8077,21.11767403400309,0.0687,3.7396,0.047,2.610869629057187,-0.0372,0.2441,0.0834,0.0008,6.593,2.1917,4.3508,28.5384,0.0077,4.5908,0.0,2.5376,18.99,20.109,250.4587,0.0374,0.1324,0.0546,5.13,0.1535,0.0353,0.0734,587.0,0.0223,1.2342,0.1117,0.019,2.6078,-0.0075,0.0237,-387.25,3.4388,0.9228,53.4412,57.425,134.0,-0.0208,5.665,-0.0172,5.665,0.0159,0.0214,0.0146,0.5413,-0.6522,0.064,0.7748,300.491,548.5714,1.5882,0.022,0.3423,-3583.25,0.0002,400.4802,1.6207,41.2721,2.6016,0.0009,0.3347,2.7008,2.4602,71.1001,50.8713,1.0647,1.1709,1.0308,0.3063,0.091,1.5893,-0.0712,0.179,79.48,12.9409,9.2405,53.9517,166.23,0.0169,580.3994,273.0703,46.276,0.0,0.0033,0.4927,5.1302,8.563,79.4001,19.17,0.9933,0.1171,1.3233,0.0597,3.0419,0.0358,-0.0004,0.119,0.2349,0.006,0.0,62.8351,5.7519,0.0117,0.0052,3.9872,20.0445,3.5131,1.2446,263.3684,0.49,18.9326,0.3789,0.0,123.2,7.993,21.028,0.52,10.0685,2.3261,119.5754,334.5019,0.0106,0.0387,0.0734,0.3592,0.0706,0.0,0.016,0.1777,3.974,785.0,96.4793,2.8513,0.0024,4.38,264.3478,0.45,188.947,2.419,0.0024,2.4382,-0.0218,56.0138,8.515,287.824,43.0024,0.0456,17.7263,14.03,0.2893,147.2278,0.0069,508.087,0.5598,2.5006,50.1596,6.9263,23.8212,0.0489,0.0146,0.06008639876352396,0.0019,24.07,0.0458,67.8869,37.2781,0.9434,0.0032,0.6476,0.0143,49.4379,140.9658,0.1456095054095827,1.077,8.6258,0.0592,201.22,15.1676,9.252,907.0746,0.0115,124.6765,0.4128,-0.0219,0.0,111.927,151.5817,0.0036,0.0161,6.5673,33.8537,3.4904,-0.1419,0.0442,175.6416,0.02,0.0053,0.0356,16.9402,7.116,1.3416,0.0008,44.1057,0.0007,7.7076,1.1,18.99,-0.0153,0.0528,0.0297,18.8331,0.0106,0
0.02,263.644,0.5398,0.0039,0.1166,2.2847,0.0064,0.0116,0.0057,9.4233,1.6412,0.093,10.4715,0.0182,772.7554,22.0568,0.6509,0.97,0.7,0.1152,-0.0019,2.3,37.8131,1.6230700076511093,4.7199,-0.0002,28.0,6.4865,0.0,-0.001,21.62,0.1224,8.74,4.3672,9.2984,0.0563,18.6534,0.05,0.4562,-0.0298,0.2111,0.0901,-0.002,4.7923,2.1461,4.2751,30.8126,0.0025,5.0769,0.0,2.0486,5.62,5.511,479.5812,0.0372,0.0739,0.0687,5.8,-0.0126,0.0428,0.0569,1787.0,0.0196,1.939,0.0927,0.0141,2.543,-0.0078,0.0092,-3835.25,1.9859,1.2241,57.746537184391734,64.296,712.0,-0.0184,1.7168,0.0262,1.7168,-0.0085,0.0156,0.0117,1.039630298393267,0.0164,0.0655,1.4348,99.6805,433.7349,0.6782,0.057,0.2794,-3817.0,0.0001,490.3401,1.6395,22.4261,4.1825,-0.0068,0.3091,3.2779,2.4943,50.0545,50.8713,1.3658,0.3936,0.9636,0.2146,0.133,4.8948,0.0297,0.101,67.9049092676604,7.7033,10.0911,15.2503,577.4436,0.0184,776.3994,213.96,12.5191,0.0,0.0038,0.171,6.7101,10.9139,106.4195,12.51,1.021,0.27668798775822495,1.2449,0.0569,1.798,0.0358,-0.0001,0.1314,0.2044,0.0028,0.0,330.1262,1.6423,0.0166,0.0039,1.3535,19.3218,13.4387,0.8374,820.8209,0.0444,18.5335,1.4977,0.0,109.1,10.061,24.704,0.39,7.8814,1.4852,0.0,969.3122,0.015,0.0324,0.077,0.5036574598316756,0.129,468.7898,0.015,0.1499,2.3418,444.0,134.3577,4.7511,0.0008,15.146,157.8646,0.2,231.0544,3.3530661697990927,0.0045,1.3659,0.0143,34.0698,7.5707,723.8376,19.8739,0.0414,17.5607,15.53,0.6632564651874522,120.4108,0.0029,416.54,0.5835,3.1643,52.9856,6.8539,19.2281,0.0458,0.0047,0.0254,0.0014,8.34,0.0613,50.0803,63.0,0.7546,0.0037,0.9089,0.0159,29.0863,71.7397,0.0605,0.9699,7.703873527161439,0.0535,208.6676,8.0072,6.272,1222.6067,0.0039,112.7041,0.35,-0.0266,828.6863,76.345,825.735,0.019,0.012,2.3105,16.6618,4.2893,0.0946,-0.0008,118.2617,0.0206,0.0025,0.0334,15.8112,7.116,0.7601,0.0009,39.5154,0.0015,4.9447,2.8828,5.62,-0.0313,0.0396,0.0157,16.3088,0.0058,0
-0.0844,104.9629,0.6723,0.0046,0.1452,2.078,0.0019,0.0251,0.0096,10.2005,1.547,0.1013,20.6906,0.0054,790.8046,59.5037,0.6365,2.68,0.7,0.0871,0.0001,2.1,46.9121,0.5573,5.2407,-0.0003,25.4032,13.8755,0.0002,-0.0002,30.327,0.0307,8.28,4.0737,22.7018,0.1278,148.3861,0.0612,1.2068,-0.0841,0.2167,0.0695,-0.0027,6.8882,2.3483,5.9021,25.6289,0.003,5.2322,0.0,2.9247,9.7,11.781,131.6456,0.037,0.06,0.0364,7.07,0.0438,0.0251,0.0528,1166.0,0.0265,2.5763,0.0977,0.0377,3.3921,-0.007,0.0078,761.25,1.3678,1.2241,83.8781,34.313,4804.0,-0.0084,2.6478,-0.0472,2.6478,0.0083,0.0215,0.0123,0.9403,0.5071,0.0973,1.4645,0.0,0.0,20.0455,0.089,0.2699,-3237.5,0.0002,822.4852,2.3431,27.6247,5.5988,-0.0219,0.0756,3.2779,2.6506,133.6235,21.9917,1.4095,0.8483,0.6609,0.9135,0.086,1.8964,-0.0253,0.184,74.8,8.2032,12.0555,20.0194,103.1991,0.0211,907.7998,148.4919,8.9819,0.0,0.005,0.1266,10.5399,10.9139,101.6141,16.84,1.021,0.313,0.9503,0.064,1.4981,0.0247,0.0001,1.3404,0.1032,0.0029,0.0,2185.9644,3.0925,0.0192,0.0058,2.5011,19.9545,5.3316,0.6535,519.5622,-0.1509,20.1408,0.2999,0.0,122.2,16.3817,29.3341,0.52,5.8657,1.0819,266.0382,0.0,0.0152,0.0174,0.0779,0.1734,0.0851,0.0,0.021,0.1572,3.1595,623.0,195.8407,6.4725,0.0009,5.372,81.3559,0.2506,299.5325,3.698,0.0055,2.7664,-0.0276,12.9263,5.6976,828.8288,44.7657,0.0384,9.9491,19.75,0.7887,122.7568,0.0039,159.0809,0.5835,2.7718,39.4446,3.3866,26.3184,0.0413,0.0031,0.0544,0.0016,15.21,0.069,47.0588,39.6923,0.8916,0.004,0.7184,0.0116,48.6105,79.49,0.1445,1.1096,7.7125,0.046,133.8838,11.1096,4.568,1230.6762,0.0082,100.7571,0.3146,-0.0431,48.39,80.773,153.1691,0.0895,0.0192,7.8259,11.3827,43.7898,0.0946,-0.0239,57.4224,0.03,0.0036,0.0388,19.3505,7.116,0.7601,0.0012,49.4254,0.0018,4.9447,4.5557,9.7,0.0055,0.0635,0.0325,13.3972,0.0043,0
-0.0774,201.1001,0.6723,0.0029,0.1452,2.9023,0.0034,0.01,0.0125,7.8787,1.5067,0.0924,26.3954,0.0111,0.0,68.0487,0.6796407264296753,6.44498454404946,1.2,0.0568,0.0011,3.5,81.4592,2.5894,5.8594,-0.0005,45.0,6.2397,0.0001,-0.0004,28.445,0.0866,8.0699,5.5459,21.11767403400309,0.0993,77.4108,0.0489,2.610869629057187,-0.0454,0.224,0.0804,-0.0008,5.8885,2.3608,5.7247,19.9687,0.0025,5.2478,0.0,2.8035,9.27,9.244,147.7803,0.0398,0.06,0.0491,5.89,0.0669,0.0421,0.0492,10290.0,0.0282,4.1814,0.0562,0.032,3.4094,-0.0087,0.0183,-6735.0,2.4042,1.2241,72.7477,26.893,3779.0,0.001,2.3331,-0.0415,2.3331,0.0187,0.0175,0.0196,0.7018,0.2462,0.0888,0.7634,0.0,586.6667,21.8964,0.067,0.2699,-4881.75,0.0002,0.0,1.6443,22.446,5.5767,-0.0658,0.0756,3.2779,2.4602,182.6057,115.1005,1.0647,0.3555,0.6609,0.9135,0.112,1.1519,0.0128,0.234,74.8,7.1568,23.0525,13.6513,73.3613,0.0211,1722.6001,168.5603,46.276,0.0,0.0033,0.4927,10.6396,10.9139,83.9246,18.02,1.021,0.2121,1.5553,0.0701,1.936,0.0097,-0.0001,0.1304,0.0686,0.0042,0.0,1613.132,2.2696,0.0084,0.0052,3.4103,18.1036,4.9034,0.6535,5561.3764,0.0304,18.9326,2.7639,0.0,200.5,22.7771,61.2209,0.52,7.34,1.6388,0.0,0.0,0.0173,0.0201,0.0792,0.9567,0.0936,0.0,0.0158,0.16,2.5087,540.0,306.3934,9.6853,0.0008,3.454,148.1303,0.4183,630.9432,3.698,0.0022,3.2935,-0.0332,56.0138,8.515,179.3195,39.1888,0.0614,7.1091,23.65,0.5106,111.8842,0.0025,508.087,0.5835,2.9084,61.3507,2.5336,31.9982,0.0337,0.0033,0.06008639876352396,0.0011,17.58,0.0336,33.1903,50.0,1.218,0.0048,0.7184,0.0105,51.2052,80.894,0.1456095054095827,0.9188,10.294,0.0315,134.6761,9.5008,7.007,907.0746,0.0035,70.4414,0.1547,-0.0416,42.3358,67.89,152.784,-0.041,0.0151,6.4489,9.6273,4.3527,0.0946,-0.0019,175.6416,0.0359,0.0035,0.0388,22.6253,7.116,0.7601,0.0008,42.1489,0.0007,4.9447,3.4188,9.27,-0.0016,0.0492,0.0422,6.5522,0.0073,0
-0.092,102.7111,0.8929,0.0041,0.096,1.2074,0.0073,0.0204,0.0092,5.7621,1.728,0.1024,17.218,0.019,671.5493,52.3961,0.6784,9.29,1.0,0.0977,0.0,2.9,57.2339,2.1222,5.3844,0.0001,44.335,12.9859,-0.0001,0.0007,24.225,0.1102,9.27,5.2681,14.1737,0.0748,76.5534,0.0473,3.6393,-0.0645,0.187,0.094,-0.0022,6.4108,2.0117,8.828,15.155,0.0022,4.8714,0.0,2.2275,4.99,5.916,110.9422,0.0284,0.0973,0.0365,5.6,-0.0202,0.0414,0.035,998.0,0.0197,2.0947,0.1055,0.0151,2.1268,-0.0037,0.0147,87.25,3.5834,0.9513,35.7665,19.5,3345.0,-0.0109,1.6657,-0.0179,1.6657,0.0008,0.0149,0.0116,0.799,-0.3085,0.1313,1.0252,58.5278,331.0345,22.8809,0.067,0.3503,-4369.5,0.0001,862.3853,1.8583,23.3337,4.2476,-0.0415,0.3867,2.8255,3.2721,109.31,157.8567,1.2691,4.1011,0.7153,0.362,0.137,1.3544,0.0288,0.163,79.42,4.2375,17.3894,12.7209,106.1957,0.0418,1351.1001,226.9535,36.9824,0.0,0.0027,0.4694,6.5963,9.0076,111.6207,16.39,1.021,0.1328,1.2178,0.1543,2.7778,0.012,-0.0001,0.1136,0.2177,0.0033,0.0,1580.5228,1.7686,0.03,0.0044,2.249,17.1191,3.3665,1.1106,409.1001,0.1238,23.3248,0.5004,0.0,161.7,6.498,48.4047,0.34,10.4761,2.7168,240.2627,0.0,0.0118,0.0282,0.0759,0.8272,0.0592,0.0,0.0191,0.1597,1.4169,682.0,76.4608,5.2902,0.0009,3.929,264.2458,0.3504,415.4746,1.886,0.0024,2.194,-0.0329,14.0497,3.3246,134.5669,25.6694,0.0473,6.79,13.4,0.2858,82.363,0.0032,174.8,0.5527,2.7639,43.9603,7.0514,30.0114,0.0715,0.0029,0.0355,0.0015,13.79,0.11,111.9454,73.262,0.8462,0.0032,0.9043,0.0196,29.1487,62.2062,0.0962,1.0692,10.5738,0.0515,128.67,12.4897,10.695,1244.1552,0.0397,116.7103,0.2912,-0.068,21.8086,69.435,0.0,0.0561,0.0232,5.1794,12.6155,3.447,0.0473,0.0362,62.855,0.0455,0.0029,0.0525,26.1452,7.116,1.5117,0.0006,24.5222,0.0009,11.803,3.2989,4.99,-0.0557,0.0869,0.0275,14.4755,0.0094,0
-0.0935,66.6837,0.879,0.0056,0.1369,3.6006,0.0065,0.0103,0.008,10.2005,1.7412,0.0556,16.1466,0.022,328.0947,49.0014,0.6478,2.28,0.8,0.0962,-0.0024,1.6,61.8727,0.4185,5.4865,-0.0002,31.3043,5.7479,0.0001,-0.0001,39.54,0.02,9.32,4.2149,11.7924,0.0562,400.0,0.0393,0.9316,-0.0652,0.2097,0.0732,0.0004,4.6084,2.2864,4.5585,25.8221,0.0039,5.7506,0.0,3.0004,13.67,11.783,161.4245,0.0219,0.1015,0.0763,8.03,0.0204,0.0399,0.0528,232.0,0.0197,1.9747,0.1112,0.0164,2.2759,-0.0055,0.032,58.0,2.221,0.9228,65.3723,50.936,3803.0,-0.0037,3.4954,-0.0209,3.4954,0.0122,0.0381,0.0165,1.1165,0.2076,0.0674,1.0293,81.3187,0.0,2.5209,0.089,0.3244,-950.75,0.0002,0.0,2.3281,32.6838,6.113,-0.1086,0.0868,2.7008,2.5272,78.7218,109.4273,0.9799,2.1938,0.6083,0.8512,0.112,0.7662,0.0,0.184,14.41,15.5496,10.9672,26.5792,102.8877,0.0168,485.7002,0.0,87.4031,0.0,0.005,0.8565,10.5768,8.563,109.5826,17.56,0.9933,0.293,1.0964,0.0648,5.3391,0.0201,0.0,0.2117,0.1044,0.0086,0.0,1901.5,3.2819,0.0159,0.0092,4.4598,20.0445,2.2493,1.1601,116.0,-0.0342,20.3731,2.0919,0.0,175.8,16.3817,22.3949,0.46,7.0535,5.1226,0.0,485.6065,0.0138,0.0267,0.0816,0.1324,0.0592,0.0,0.0128,0.1507,4.0917,623.0,195.8407,4.3093,0.0012,2.303,149.4033,0.2698,165.6415,5.143,0.0024,2.7664,-0.0473,60.2937,12.0475,411.6863,25.4693,0.0313,14.6668,18.78,0.7299,104.542,0.0061,727.5059,0.5598,3.0902,41.2783,3.7112,23.0517,0.0563,0.0116,0.0303,0.002,26.55,0.0502,101.1287,53.4181,0.5723,0.004,0.972,0.0144,36.4737,81.9893,0.0764,0.8364,7.5999,0.0455,197.2575,11.1096,20.335,1206.6031,0.0212,102.3887,0.3201,-0.0062,542.2647,89.846,400.0,-0.0241,0.0189,5.2861,33.7264,7.0742,-0.1419,0.0049,235.5668,0.0233,0.004,0.0557,32.2583,7.116,1.3416,0.0013,33.4483,0.0008,7.7076,4.5557,13.67,-0.0455,0.0673,0.0243,14.0012,0.0068,1
0.015,143.5429,0.6723,0.0032,0.1209,2.0638,0.0096,0.0111,0.0146,10.2005,1.54,0.3653,24.7576,0.0301,769.2308,52.8454,0.5838,2.75,0.7,0.054,-0.0005,2.8,52.7503,0.6519,4.0857,-0.0005,27.7533,5.2418,0.0001,0.0002,22.072,0.0304,8.22,4.3222,26.7783,0.8479,144.114,0.0389,1.066,-0.0437,0.2153,0.0815,0.0023,5.8869,2.2437,8.7457,40.1977,0.0012,8.6073,0.0,2.8055,6.08,5.82,143.2099,0.0273,0.06,0.0522,5.88,0.0699,0.0266,0.0528,744.0,0.0153,1.841,0.085,0.0406,2.047,-0.0101,0.011,538.5,0.3815,1.0409,76.4442,52.203,4349.0,-0.0003,1.7173,-0.0771,1.7173,0.0008,0.0175,0.0145,0.6032,0.1483,0.1263,0.773,0.0,0.0,15.9527,0.089,0.2699,-3017.75,0.0,0.0,1.867,23.5595,2.5523,-0.0328,0.0756,2.5253,3.0623,183.6233,145.6339,1.1705,2.7629,0.6609,0.9135,0.077,0.8568,-0.0312,0.184,74.8,8.8195,10.3963,25.6666,360.601,0.0397,956.5996,229.511,32.0435,0.0,0.0032,0.3751,6.2104,10.6008,115.4989,20.7,1.05,0.1908,0.9289,0.1326,2.2414,0.0207,-0.0001,1.3642,0.1483,0.0035,0.0,2027.8528,1.7277,0.0246,0.0051,2.2099,24.0473,4.2144,0.6535,359.805,0.104,21.3523,0.7154,0.0,165.8,16.3817,29.1564,0.41,11.1713,1.8561,206.3425,151.1153,0.0121,0.0278,0.0947,0.2144,0.0472,0.0,0.0121,0.1601,2.7956,623.0,195.8407,3.614,0.0004,2.859,99.1575,0.2438,332.3357,3.698,0.0028,2.7664,0.0365,19.7715,6.4419,107.8892,19.135,0.0765,14.5126,14.12,0.4611,135.0925,0.0029,297.1899,0.577,2.8877,41.5108,4.3011,24.7946,0.0398,0.0263,0.0563,0.0011,13.73,0.0859,31.6049,35.7585,0.7969,0.0035,0.7184,0.013,25.2835,74.3834,0.1563,0.966,6.2498,0.0256,129.8657,11.1096,7.51,1503.1248,0.0271,67.8394,0.2701,-0.0578,38.1126,85.912,138.1616,0.0962,0.0112,6.7316,7.4773,41.2075,-0.615,-0.0177,106.2587,0.0406,0.0024,0.0557,32.2583,7.116,0.9207,0.0009,52.1028,0.0009,6.7215,4.5557,6.08,-0.0084,0.0366,0.0396,12.0404,0.0014,1
-0.0174,397.3009,1.0498,0.0053,0.1166,2.6789,0.0047,0.0095,0.04,10.8922,1.3661,0.0848,64.3925,0.0132,642.9907,45.5751,0.7547,5.45,0.9,0.0281,0.0001,2.5,58.1772,1.6230700076511093,5.5417,-0.0003,41.1168,4.7227,-0.0002,0.0012,29.606,0.1421,7.24,3.1908,26.4033,0.0456,53.3683,0.0867,2.0414,-0.0185,0.1979,0.0612,0.0027,6.5083,2.3048,5.2457,23.5982,0.0014,5.7506,0.0,2.5607,5.21,8.489,0.0,0.0343,0.1917,0.062,4.65,0.0758,0.0418,0.0583,10151.0,0.0224,2.7673,0.1218,0.0323,2.5987,-0.0066,0.0191,-3176.5,5.1648,3.8125,57.746537184391734,45.776,2236.0,-0.0449,1.7462,-0.0405,1.7462,0.0119,0.0172,0.0146,1.039630298393267,-0.3294,0.082,1.4307,447.1338,350.0,-1.6545,0.122,0.4115,-4189.75,0.0001,136.1513,1.7155,15.5393,4.1765,-0.1371,0.2315,1.0948,3.345,101.9897,46.4594,1.3015,1.4708,1.0181,0.2751,0.141,2.0784,-0.092,0.09,78.25,7.7944,12.7158,11.4323,161.7266,0.0388,977.5,346.078,6.881,0.0,0.006,0.0896,10.4884,4.0542,97.3418,17.59,0.8467,0.27668798775822495,1.4911,0.1558,1.1787,0.0285,-0.0002,0.1156,0.1269,0.0055,0.0,1061.1649,2.6203,0.0192,0.0049,2.6669,21.6545,5.2834,1.9562,4844.0329,0.2755,27.2402,0.6529,0.0,151.2,13.0901,31.9324,0.39,7.1008,0.9892,616.6198,0.0,0.0086,0.0282,0.0816,0.5036574598316756,0.0767,0.0,0.0255,0.1717,2.2837,817.0,157.2819,6.5713,0.0005,6.403,192.6017,0.3655,319.6036,2.773,0.0042,1.2248,0.0016,23.2755,6.4522,492.3724,28.3775,0.0781,15.4108,22.84,0.6632564651874522,121.0071,0.005,225.7469,0.5337,2.1994,59.6042,4.2177,18.7521,0.0665,-0.001,0.0888,0.0017,16.31,0.0585,80.0,71.2521,0.8318,0.0025,1.0239,0.0204,24.0596,53.2844,0.1993,1.0238,7.703873527161439,0.0117,193.9806,15.037,4.11,969.891,0.0141,121.1917,0.3292,-0.045,314.8901,51.868,319.5656,-0.0668,0.0301,5.2836,15.9918,3.5953,0.1892,-0.0156,77.7768,0.0244,0.0027,0.0722,41.0905,7.116,1.0968,0.0014,46.1248,0.0013,8.5265,6.0433,5.21,0.0157,0.096,0.1105,14.2828,0.0158,0
